649.3,-608.73,1149.2
649.33,-556.23,1128.7
649.37,-546.79,1146
649.4,-537.41,1136.1
649.43,-531.49,1153.9
649.47,-548.58,1182.9
649.5,-532.55,1176.2
649.53,-531.01,1175.5
649.57,-535.99,1173.1
649.6,-523.26,1170.7
649.63,-527.97,1175.4
649.67,-521.81,1173.5
649.7,-521.18,1176.4
649.73,-511.72,1173.8
649.77,-493.95,1164
649.8,-484.58,1166.8
649.83,-472.61,1176.7
649.87,-457.41,1188.5
649.9,-451.17,1188.1
649.93,-399.08,1179.8
649.97,-348.79,1163.4
650,-326.56,1161.4
650.03,-305.44,1160.5
650.07,-293.72,1162.9
650.1,-293.45,1166.9
650.13,-287.99,1173
650.17,-286.88,1181.7
650.2,-296.28,1179.1
650.23,-277.53,1175.1
650.27,-286.73,1175.9
650.3,-279.15,1173.2
650.33,-290.21,1175.8
650.37,-291.3,1181.8
650.4,-280.9,1184
650.43,-260.06,1174.6
650.47,-284.03,1197.3
650.5,-236.53,1178
650.53,-228.09,1173.8
650.57,-213.79,1172
650.6,-192.38,1172.7
650.63,-170.4,1171.9
650.67,-159.7,1171.2
650.7,-160.7,1167.5
650.73,-150.79,1162.5
650.77,-136.06,1153.8
650.8,-146.43,1158.6
650.83,-139.03,1156
650.87,-123.86,1153.6
650.9,-125.3,1158.1
650.93,-102.36,1149.3
651,-87.549,1135.1
651.03,-66.648,1128.2
651.07,-28.823,1113.7
651.1,-40.572,1126.1
651.13,37.239,1083
651.17,20.209,1100.1
651.2,39.011,1096.2
651.23,72.513,1095.1
651.27,97.047,1096.7
651.3,101.97,1104.9
651.33,93.719,1115.3
651.37,102.18,1114.9
651.4,87.374,1119.2
651.43,95.377,1118.1
651.47,114.96,1105.9
651.5,127.35,1110.1
651.53,155.04,1098.3
651.57,142.84,1089.4
651.6,70.043,1126.6
651.63,73.494,1133.6
651.67,123.13,1131.3
651.7,169.76,1109.8
651.73,180.37,1095
651.77,151.41,1120.9
651.8,146.48,1111.2
651.83,183.98,1100.9
651.87,197.54,1100.3
651.9,179.08,1116
651.93,195.81,1117.4
651.97,200.81,1117.4
652,205.93,1110.1
652.03,205.45,1115.1
652.07,221.26,1115
652.1,227.9,1116.2
652.13,241.71,1110
