1157.6,-669.09,906.15
1157.7,-683.38,902.54
1157.7,-689.15,901.86
1157.7,-677.28,913.84
1157.8,-650.17,915.82
1157.8,-640.64,900.15
1157.9,-641.2,898.56
1158,-544.35,874.52
1158.1,-518.04,880.61
1158.1,-513.47,874.09
1158.2,-485.16,877.96
1158.3,-469.61,874.31
1158.3,-477.57,876.4
1158.4,-482.29,875.79
1158.4,-491.65,885.98
1158.4,-474.8,890.7
1158.5,-437.77,889.8
1158.5,-461.81,888.72
1158.5,-455.48,887.52
1158.6,-427.57,871.83
1158.6,-410.48,874.8
1158.6,-375.66,871.38
1158.7,-355.43,870.85
1158.7,-330.7,873.82
1158.7,-314.18,870.51
1158.8,-319.42,862.68
1158.8,-318.99,860.81
1158.8,-302.95,858.41
1158.9,-301.1,867.22
1158.9,-314.71,860.88
1158.9,-290.71,856.17
1159,-305.91,853.89
1159,-303.54,844.78
1159,-303.9,853.41
1159.1,-282.6,838.46
1159.1,-277.9,840.74
1159.1,-274.53,842.28
1159.2,-266.67,842.88
1159.2,-264.88,849.09
1159.2,-239.71,840.57
1159.3,-212.86,831.9
1159.3,-197.03,833.81
1159.3,-153.27,818.66
1159.4,-121.8,828.15
1159.4,-123.11,828.33
1159.4,-125.88,824.8
1159.5,-124.49,827.85
1159.5,-172.61,826.47
1159.5,-149.67,828.07
1159.6,-124.43,830.26
1159.7,-97.116,834.13
1159.8,-107.5,838.2
1159.8,-94.767,836.49
1159.8,-77.913,838.09
1159.9,-54.795,842.7
1159.9,-15.537,834.34
1159.9,-8.5062,840.84
1160,15.902,839.75
1160,10.402,840.55
1160,18.607,837.23
1160.1,27.796,836.84
1160.1,19.104,841.01
1160.1,28.452,850.34
1160.2,39.469,852.46
1160.2,65.119,843.76
1160.2,81.284,844.1
1160.3,66.544,853.74
1160.3,64.527,853.23
1160.3,62.949,853.69
1160.4,120.73,837.8
1160.4,158.31,829.05
1160.4,159.66,821.2
1160.5,170.26,820.38
1160.5,147.12,829.42
1160.5,105.16,835.09
1160.6,145.67,836.02
1160.6,186.78,838.81
1160.6,166.68,844.71
1160.7,175.28,836.8
1160.7,190.59,839.94
1160.7,188.88,844.45
1160.8,197.11,847.82
1160.8,190.65,847.49
1160.8,172.44,837.81
1161,209.53,841.95
1161,245.71,856.27
1161.1,237.82,860.68
1161.1,237.9,867.11
1161.1,236.98,859.82
1161.2,280.08,867.55
1161.2,255.36,874.4
1161.2,288.69,879.21
1161.3,288.92,886.14
1161.3,320.97,904.55
1161.3,302.45,892.27
1161.4,302.73,891.44
1161.4,303.59,881.64
1161.4,304.2,886.39
1161.5,313.24,881.83
1161.5,322.84,882.99
1161.5,322.33,891.88
1161.6,335.61,892.72
1161.6,355.56,892.29
1161.6,378.57,901.71
1161.7,367.65,898.13
1161.7,498.62,837.58
1161.8,466.81,849.43
1161.8,477.68,853.54
1161.8,384.98,928.84
1161.9,404.65,932.46
1161.9,423.59,920.81
1161.9,468.6,906.29
1162,479.85,895.35
1162,486.34,907.28
1162,510.88,906.79
1162.1,499.08,911.97
1162.1,513.92,921
1162.1,508.67,917.19
1162.2,470.47,917.74
1162.2,538.05,905.34
1162.3,522.5,927.61
1162.4,467.92,928.64
1162.4,495.9,930.75
1162.5,522.14,934.91
1162.5,534.61,935.55
1162.5,529.34,940.43
1162.6,541.49,946.05
1162.6,583.57,935.23
1162.6,605.46,935.69
1162.7,595.32,932.36
1162.7,619.43,932.12
1162.7,619.9,934.11
1162.8,579.28,919.6
1162.8,599.51,933.31
1162.8,617.73,932.74
1162.9,624.75,948.22
1162.9,625.46,935.83
1162.9,630.9,926.41
1163,629.6,933.62
1163,632.38,932.04
1163,628.32,934.56
1163.1,640.59,932.48
1163.1,633.95,934.18
1163.1,642.02,923.39
1163.2,640.61,929.65
1163.2,647.1,919.67
1163.2,655.57,927.75
1163.3,654.8,932
1163.3,660.12,929.72
1163.3,666.11,918.66
1163.4,678.4,919.27
1163.4,682.16,920.59
1163.4,696.8,933.34
1163.5,719.16,922.58
1163.5,725.19,918.31
1163.5,734.58,918.2
1163.6,740.16,921.08
1163.6,741.72,926.13
1163.6,751.09,921.14
1163.7,752.16,923.08
1163.7,757.26,920.65
1163.7,745.74,924.86
1163.8,768.92,921.14
1163.8,757.38,935.77
1163.8,779.2,935.55
1163.9,778.37,938.02
1163.9,758.76,941.66
1163.9,765.17,950.07
1164,804.12,944.32
1164,809.24,931.05
1164,796.69,939.31
1164.1,824.69,937.28
1164.1,818.48,937.7
1164.1,861.49,943.34
1164.2,844.59,946.33
1164.2,879.28,936.45
1164.2,880.65,938.85
1164.3,891.93,943.98
1164.3,879.98,936.74
1164.3,896.13,940.54
1164.4,886.32,938.21
1164.4,888.32,937.54
1164.4,890.67,946.01
1164.5,894.66,940.93
1164.5,893.84,946.4
1164.5,896.79,944.31
1164.6,901.91,943.56
1164.6,898,947.51
1164.6,896.91,937.64
1164.7,897.58,938.9
1164.7,894.72,932.87
1164.7,893.12,931.56
1164.8,893.83,931.59
1164.8,909.6,924.81
1164.8,908.56,931.17
1164.9,907.76,928.9
1164.9,915.59,927.23
1164.9,918.14,916.77
1165,923.45,914.13
1165,929.25,913.94
1165,932.15,911.45
1165.1,932.24,917.03
1165.1,928.19,918.81
1165.1,930.87,916.27
1165.2,935.57,913.62
1165.2,937.03,920.46
1165.2,936.71,921.09
1165.3,942.43,921.09
1165.3,937.3,920.32
1165.3,941.46,920.88
1165.4,943.16,924.8
1165.4,944.17,940.8
1165.4,943.5,925.77
1165.5,940.84,941.82
1165.5,945.3,936.82
1165.5,944.97,936.3
1165.6,946.66,938.08
1165.6,944.26,934.85
1165.6,946.88,933.89
1165.7,947.83,930.94
1165.7,947.5,927.68
1165.7,948.32,927.91
1165.8,948.09,930.75
1165.8,948.31,928.35
1165.8,948.9,923.24
1165.9,950.17,920.18
1165.9,952.64,919.01
1165.9,951.5,920.7
1166,951.61,921.98
1166,948.62,925.32
1166,948.04,925.2
1166.1,947.89,925.65
1166.1,948.91,924.85
1166.1,950.02,925.43
1166.2,949.99,925.51
1166.2,957.7,893.91
1166.2,950.63,924.66
1166.3,950.65,925.07
1166.3,949.22,925.11
1166.3,949.4,924.35
1166.4,948.58,924.45
1166.4,947.66,924.92
1166.4,947.3,925.38
1166.5,948.17,924.45
1166.5,947.66,924.68
1166.5,947.85,924.96
1166.6,948.33,925.11
1166.6,943.32,928.78
1166.6,948.82,924.5
1166.7,949.16,924.83
1166.7,935.85,925.37
1166.7,936.05,925.56
1166.8,936.68,926.36
1166.8,941.89,932.29
1166.8,941.77,934.11
1166.9,938.21,928.71
1166.9,940.75,936.53
1166.9,940.15,938.05
1167,939.68,937.28
1167,939.72,935.06
1167,941.06,937.51
1167.1,941.39,937.6
1167.1,942.96,938.27
1167.1,943.3,938.99
1167.2,941.64,936.03
1167.2,943.06,935.62
1167.2,940.9,931.89
1167.3,942.73,933.78
1167.3,952.16,933.81
1167.3,949.27,934.6
1167.4,950.33,935.24
1167.4,942.78,932.69
1167.4,943.39,933.18
1167.5,934.6,930.49
1167.5,926.66,941.18
1167.5,938.76,933.48
1167.6,941.47,936.49
1167.6,932.31,932.29
1167.6,938.3,934.64
1167.7,932.47,930.76
1167.7,930.64,932.27
1167.7,930.57,932.54
1167.8,939.11,932.04
1167.8,932.76,929.31
1167.8,938.55,929.88
1167.9,937.53,931.28
1167.9,936.76,932.26
1167.9,936.49,931.17
1168,936.61,934.83
1168,934.18,928.21
1168,935.68,927.89
1168.1,935.35,925.91
1168.1,935.07,926.85
1168.1,935.39,926.94
1168.2,942.27,929.35
1168.2,943.64,928.5
1168.2,943.76,927.25
1168.3,948.11,942.02
1168.3,943.89,928.41
1168.3,937.57,927.63
1168.4,948.36,942.66
1168.4,944.76,949.46
1168.4,945.79,950.54
1168.5,943.64,940.54
1168.5,942.91,943.08
1168.5,942.2,942.74
1168.6,942.64,933.71
1168.6,943.18,935.5
1168.6,941.11,942.71
1168.7,942.07,933.69
1168.7,942.63,928.27
1168.7,943.38,939.14
1168.8,944.41,923.7
1168.8,945.04,936.74
1168.8,945.74,933.39
1168.9,944.11,919.69
1168.9,947.1,919.42
1168.9,945.6,930.83
1169,947.13,932.46
1169,947.2,932.06
1169,947.92,932.93
1169.1,949.83,940.66
1169.1,953.07,926.01
1169.1,957.37,929.46
1169.2,961.5,926.86
1169.2,967.46,924.99
1169.2,970.05,928.56
1169.3,991.46,919.77
1169.3,997.66,928.28
1169.3,1000.8,931.81
1169.4,977.94,919.63
1169.4,989.42,913.8
1169.4,1007,910.4
1169.5,1002,913.58
1169.5,1004.6,914.98
1169.5,1003.9,910.17
1169.6,1002.9,916.26
1169.6,1008.5,918.55
1169.6,1006,911.27
1169.7,1004.5,912.81
1169.7,1002.5,910.95
1169.7,1007.2,919.1
1169.8,1008.4,914.19
1169.8,997.01,914.3
1169.8,1004.1,917.16
1169.9,1004.1,914.26
1169.9,999.02,915.66
1169.9,997.2,916.11
1170,1004,906.3
1170,1007.6,905.38
1170,1007.8,904.22
1170.1,1008.2,903.56
1170.1,1010.4,903.73
1170.1,1010.5,899.39
1170.2,1012.5,900.64
1170.2,1021.3,910.77
1170.2,1013.2,907.96
1170.3,1015.3,907.6
1170.3,1023.2,909.23
1170.3,1025.1,909.02
1170.4,1041.5,901.37
1170.4,1051.8,898.96
1170.4,1038.5,903.73
1170.5,1040.1,903.97
1170.5,1040,905.16
1170.5,1043.1,906.26
1170.6,1043.3,902.71
1170.6,1036,901.31
1170.6,1037.1,895.9
1170.7,1036.1,898.58
1170.7,1036.9,896.64
1170.7,1036.1,897.37
1170.8,1038.1,890.29
1170.8,1037.6,891.41
1170.8,1037.8,896.73
1170.9,1040.4,894.41
1170.9,1040.4,897.07
1170.9,1037,894.51
1171,1037.1,894.39
1171,1037.4,889.51
1171,1036.6,887.05
1171.1,1040.5,886.22
1171.1,1041.8,896.76
1171.1,1037.5,896.55
1171.2,1039.2,897.11
1171.2,1036.3,890.2
1171.2,1028.6,893.69
1171.3,1031.3,900.52
1171.3,1029.2,891.26
1171.3,1023.1,890.8
1171.4,1018.4,889.48
1171.4,1013,891.92
