1514.3,-629.78,1001.5
1514.3,-624.19,999.09
1514.4,-625.92,999.82
1514.4,-624.25,999.25
1514.4,-616.83,998.37
1514.5,-615.73,996.09
1514.5,-610.13,994.86
1514.5,-610.36,994.18
1514.6,-614.71,996.34
1514.6,-609.84,993.93
1514.6,-606.44,992.69
1514.7,-606.62,992.07
1514.7,-602.03,991.36
1514.7,-597.89,991.79
1514.8,-589.82,992.88
1514.8,-585.95,993.97
1514.8,-581.21,990.66
1514.9,-557,993.24
1514.9,-550.16,991.14
1514.9,-538.01,991.07
1515,-516.12,988.24
1515.1,-439.94,985.62
1515.2,-430.9,984.51
1515.2,-414.01,981.42
1515.2,-421.06,983.6
1515.6,-439.65,1012.2
1515.7,-440.7,1002.4
1515.7,-430.11,1000.9
1515.7,-411.44,997.47
1515.8,-417.13,1008.9
1515.8,-403.88,1004.8
1515.8,-393.69,1002.8
1515.9,-385.68,1001.7
1515.9,-379.9,1001.8
1515.9,-367.91,1002
1516,-362.5,1002.3
1516,-358.89,1003.8
1516,-349.16,1003.1
1516.1,-349.66,1002.8
1516.1,-349.45,1000.5
1516.1,-346.58,999.51
1516.2,-341.93,1004.7
1516.2,-340.89,1002.3
1516.2,-338.95,1000.3
1516.3,-335.64,1006.4
1516.3,-330.3,1005.7
1516.3,-333.39,1006.2
1516.4,-327.28,1004.1
1516.4,-323.87,1004.5
1516.4,-327.68,1000.7
1516.5,-323.75,1004.6
1516.5,-310.82,1003.7
1516.5,-311.65,1003.4
1516.6,-298.36,1002.2
1516.6,-288.8,1004.1
1516.6,-278.35,1003.2
1516.7,-260.93,993.95
1516.7,-266.01,993.85
1516.7,-248.94,989.55
1516.8,-227.85,991.95
1516.9,-191.99,1001.3
1516.9,-188.41,1003.3
1516.9,-179.38,1002.5
1517.5,-173.27,1045.7
1517.5,-171.23,1040.7
1517.5,-162.21,1041.5
1517.6,-137.45,1043.5
1517.6,-120.3,1033.6
1517.6,-118.88,1035.9
1517.7,-112.19,1036.5
1517.7,-119.12,1037.5
1517.7,-95.02,1038.4
